date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:09:55	23420/23420	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2009:12:22%20GMT	https://madebydesignesia.com/themes/stradale/modal.html	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/modal.html	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:55	9315/9315	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2009:12:22%20GMT	https://madebydesignesia.com/themes/stradale/popover.html	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/popover.html	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:56	19455/19455	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2009:12:22%20GMT	https://madebydesignesia.com/themes/stradale/tabs.html	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/tabs.html	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:56	9850/9850	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2009:12:22%20GMT	https://madebydesignesia.com/themes/stradale/tooltips.html	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/tooltips.html	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:56	12531/12531	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2009:12:23%20GMT	https://madebydesignesia.com/themes/stradale/contact.html	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/contact.html	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:57	38862/38862	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/misc/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/misc/1.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:57	35022/35022	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/misc/2.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/misc/2.png	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:58	25375/25375	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/misc/3.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/misc/3.png	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:58	75972/75972	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/misc/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/misc/2.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:58	34835/34835	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/gallery/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/gallery/1.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:58	34649/34649	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/gallery/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/gallery/2.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:59	41982/41982	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/gallery/3.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/gallery/3.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:59	53382/53382	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/gallery/4.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/gallery/4.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:09:59	206453/206453	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/misc/1.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/misc/1.png	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:00	250970/250970	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/2.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:00	206571/206571	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/1.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:00	254855/254855	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/3.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/3.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:01	19357/19357	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202024%2009:12:23%20GMT	https://madebydesignesia.com/themes/stradale/blog-single.html	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/blog-single.html	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:01	73374/73374	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/blog/1.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/blog/1.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:02	52887/52887	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/blog/3.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/blog/3.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:02	49450/49450	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/blog/2.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/blog/2.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:02	33356/33356	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/blog/4.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/blog/4.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:02	78765/78765	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/blog/5.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/blog/5.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:03	133587/133587	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/4.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/4.jpg	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:03	89493/89493	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2004:56:42%20GMT	https://madebydesignesia.com/themes/stradale/js/jquery.min.js	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/js/jquery.min.js	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:03	78701/78701	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2004:56:42%20GMT	https://madebydesignesia.com/themes/stradale/js/bootstrap.bundle.min.js	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/js/bootstrap.bundle.min.js	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:04	368943/368943	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2004:56:42%20GMT	https://madebydesignesia.com/themes/stradale/js/plugins.min.js	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/js/plugins.min.js	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:04	69483/69483	---M-Z	200	added ('OK')	text/javascript	date:Wed,%2014%20Jun%202023%2004:56:42%20GMT	https://madebydesignesia.com/themes/stradale/js/designesia.js	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/js/designesia.js	(from https://madebydesignesia.com/themes/stradale/index.html)
14:10:05	28123/28123	---M--	200	added ('OK')	image/png	etag:%225da9cca4-6ddb%22	https://mdbootstrap.com/img/svg/flags.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/mdbootstrap.com/img/svg/flags.png	(from https://madebydesignesia.com/themes/stradale/css/mdb.min.css)
14:10:06	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:04%20GMT	https://madebydesignesia.com/themes/stradale/css/owl.video.play.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/css/owl.video.play.png	(from https://madebydesignesia.com/themes/stradale/css/plugins.css)
14:10:06	37416/37416	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2004:56:40%20GMT	https://madebydesignesia.com/themes/stradale/fonts/font-awesome/css/font-awesome.css	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/font-awesome/css/font-awesome.css	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:06	25237/25237	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/style.css	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/elegant_font/HTML_CSS/style.css	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:07	7052/7052	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2004:56:40%20GMT	https://madebydesignesia.com/themes/stradale/fonts/et-line-font/style.css	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/et-line-font/style.css	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:07	92208/92208	---M-Z	200	added ('OK')	text/css	date:Wed,%2014%20Jun%202023%2004:56:28%20GMT	https://madebydesignesia.com/themes/stradale/fonts/icofont/icofont.min.css	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/fonts/icofont/icofont.min.css	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:07	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:06%20GMT	https://madebydesignesia.com/themes/stradale/images/ui/arrow-down-form.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/ui/arrow-down-form.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:08	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:07%20GMT	https://madebydesignesia.com/themes/stradale/images/ui/arrow-down-form-hover.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/ui/arrow-down-form-hover.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:08	1881/1881	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/ui/arrow-down-select.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/ui/arrow-down-select.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:09	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:07%20GMT	https://madebydesignesia.com/themes/stradale/images_02/dotted.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images_02/dotted.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:09	1919/1919	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/ui/icon-x-light.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/ui/icon-x-light.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:09	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:08%20GMT	https://madebydesignesia.com/themes/stradale/images_02/icon-slide-plus.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images_02/icon-slide-plus.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:10	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:08%20GMT	https://madebydesignesia.com/themes/stradale/images_02/icon-slide-min.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images_02/icon-slide-min.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:10	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:09%20GMT	https://madebydesignesia.com/themes/stradale/images_02/close.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images_02/close.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:10	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:09%20GMT	https://madebydesignesia.com/themes/stradale/images_02/close-2.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images_02/close-2.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:11	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:09%20GMT	https://madebydesignesia.com/themes/stradale/images_02/icon-url.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images_02/icon-url.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:11	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:10%20GMT	https://madebydesignesia.com/themes/stradale/images_02/icon-zoom.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images_02/icon-zoom.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:11	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:10%20GMT	https://madebydesignesia.com/themes/stradale/images_02/list-arrow.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images_02/list-arrow.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:11	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Fri,%2004%20Jul%202025%2011:10:10%20GMT	https://madebydesignesia.com/themes/stradale/images/background/bg-header.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/bg-header.jpg	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:12	341266/341266	---M--	200	added ('OK')	image/jpeg	etag:%225da9c717-53512%22	https://mdbootstrap.com/img/Photos/Others/images/76.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/mdbootstrap.com/img/Photos/Others/images/76.jpg	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:12	135335/135335	---M--	200	added ('OK')	image/jpeg	etag:%225da9c70f-210a7%22	https://mdbootstrap.com/img/Photos/Others/images/77.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/mdbootstrap.com/img/Photos/Others/images/77.jpg	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:12	716322/716322	---M--	200	added ('OK')	image/jpeg	etag:%225da9c709-aee22%22	https://mdbootstrap.com/img/Photos/Others/images/78.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/mdbootstrap.com/img/Photos/Others/images/78.jpg	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:13	2964/2964	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/ui/arrow-down.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/ui/arrow-down.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:13	1677/1677	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/ui/arrow-down-light.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/ui/arrow-down-light.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:13	2964/2964	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/ui/arrow-up.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/ui/arrow-up.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:13	1676/1676	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/ui/arrow-up-light.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/ui/arrow-up-light.png	(from https://madebydesignesia.com/themes/stradale/css/style.css)
14:10:14	697/697	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/misc/icon-1.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/misc/icon-1.png	(from https://madebydesignesia.com/themes/stradale/index-2.html)
14:10:14	859/859	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/misc/icon-2.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/misc/icon-2.png	(from https://madebydesignesia.com/themes/stradale/index-2.html)
14:10:15	747/747	---M--	200	added ('OK')	image/png	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/misc/icon-3.png	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/misc/icon-3.png	(from https://madebydesignesia.com/themes/stradale/index-2.html)
14:10:16	80610/80610	---M--	200	added ('OK')	image/jpeg	date:Wed,%2014%20Jun%202023%2004:56:44%20GMT	https://madebydesignesia.com/themes/stradale/images/background/7.jpg	C:/Users/Erpa/Desktop/BeutyFuar/digital/madebydesignesia.com/themes/stradale/images/background/7.jpg	(from https://madebydesignesia.com/themes/stradale/index-3.html)
